인증등급,시군구,시설명,인증대상,용도구분,lat,lon
우수,노원구,중계온마을센터,건축물,노유자시설,37.6585869045826,127.073607658346
우수,도봉구,창동 아우르네,건축물,업무시설,37.65533854282284,127.048015715778
우수,성동구,행복가득 플랫폼,건축물,제1종 근린생활시설,37.5510574010179,127.067515261554
우수,마포구,마포구 신촌(노고산동)주상복합,건축물,근린생활시설,37.5541247717136,126.934752188411
우수,영등포구,영등포구 어울림센터,건축물,노유자시설,37.5201204369578,126.897202231635
최우수,서초구,서초종합체육관,건축물,운동시설,37.45895034286056,127.04230629541324
우수,송파구,송파서 거여파출소,건축물,제1종 근린생활시설,37.48747707528384,127.14264548530629
우수,서대문구,북가좌파출소,건축물,제1종 근린생활시설,37.581323498326014,126.91056664991731
우수,강동구,강동구 상일2동 주민센터,건축물,업무시설,37.5473255085675,127.182177262022
우수,동작구,서울동작구경찰서 남성지구대,건축물,제1종 근린생활시설,37.496991655387255,126.98133304515109
우수,성북구,월곡 복합체육센터,건축물,운동시설,37.6029229176731,127.037665366321
우수,강남구,도곡1경로당,건축물,노유자시설,35.013937449437,126.920519496461
우수,노원구,하계어울림센터,건축물,제1종 근린생활시설,37.63601714784207,127.07234933520431
일반,중랑구,묵2동 장미마을 어르신문화센터,건축물,제1종 근린생활시설,37.612149001114,127.075389867747
우수,강북구,빨래골 생활문화 공작소,건축물,제1종 근린생활시설,37.627590288897,127.010819626435
우수,관악구,미성동 복합청사,건축물,업무시설,37.4815707566502,126.927328376717
우수,중랑구,면목 7동 복합청사,건축물,업무시설,37.5885933100535,127.101500688631
우수,영등포구,신길6동 주민센터,건축물,업무시설,37.49939048768285,126.90976992694576
우수,용산구,용산구 한남동 청소년 수련시설,건축물,수련시설,37.5173601499749,126.983880996526
우수,강서구,내발산 복합복지센터,건축물,노유자시설,37.5541651778197,126.840103549736
우수,중구,한양도성 유적전시관,건축물,문화 및 집회시설,37.5539044309214,126.981776069813
우수,구로구,항동복합행정센터,건축물,업무시설,37.47905227871338,126.82249668160301
우수,강서구,봉제산 책쉼터,건축물,제1종 근린생활시설,37.53984266526478,126.87331301927301
우수,관악구,관악가족행복센터,건축물,노유자시설,37.48242938928024,126.91638642832113
우수,성북구,북한산국립공원사무소,건축물,업무시설,37.62149907414031,126.99430914376245
우수,종로구,종로서 삼청파출소,건축물,제1종 근린생활시설,37.582343410148546,126.98146232975908
우수,영등포구,나라키움 영등포 복합청사,건축물,업무시설,37.528294479947,126.908331151151
우수,양천구,양천보육타운,건축물,노유자시설,37.510972533208886,126.86896652720351
우수,은평구,서울갈현우체국,건축물,근린생활시설,37.61369398864865,126.91255527916822
우수,성동구,서울숲 복합문화체육센터,건축물,운동시설,37.549222352700916,127.04153116737272
우수,동대문구,힐스테이트청량리역,건축물,업무시설,37.58304049825194,127.04821152373233
우수,강서구,서울마곡우체국,건축물,제1종 근린생활시설,37.5588250757577,126.831006503064
우수,은평구,한국기독교역사문화관,건축물,문화 및 집회시설,37.62970744469556,126.92896749899384
우수,영등포구,영등포구 대림동 993-15 역세권 활성화사업(공공기여시설),건축물,업무시설,37.4865911883625,126.90355339182
우수,강북구,수유보건지소,건축물,업무시설,37.6334026900227,127.01722710217
우수,마포구,서울 성산동 우체국,건축물,근린생활시설,37.5634051686953,126.913870449557
우수,강동구,상일1동 주민자치센터,건축물,업무시설,37.5463797794216,127.182670938581
우수,중랑구,장미마을 소망작은도서관,건축물,제1종 근린생활시설,37.6110138816103,127.075191653879
우수,도봉구,씨드큐브 창동,건축물,업무시설,37.65460615844356,127.04991114925703
우수,강북구,수유동우체국,건축물,제1종 근린생활시설,37.64492286100467,127.01595390334386
우수,동대문구,서울이문동우체국,건축물,제1종 근린생활시설,37.5985252239218,127.061223564968
우수,강남구,개포17 근린공원,공원,공원,37.4868500177119,127.07077038049
우수,구로구,서울시50플러스 남부캠퍼스,건축물,노유자시설,37.48856097997178,126.84178127102444
우수,영등포구,영등포역 파출소,건축물,제1종 근린생활시설,37.5180152243728,126.907533810983
우수,강서구,등촌2동 주민센터,건축물,업무시설,37.5426660086959,126.862495249878
우수,동작구,사당 지구대,건축물,제1종 근린생활시설,37.48078308592406,126.97929294145463
우수,서대문구,북아현동 동심경로당,건축물,노유자시설,37.55739060153561,126.94878772698934
우수,중랑구,방정환교육지원센터,건축물,노유자시설,37.597443107584,127.088291961641
우수,종로구,종로경찰서 사직파출소,건축물,제1종 근린생활시설,37.576555522596415,126.96903608743463
우수,은평구,은평 세무서,건축물,업무시설,37.6087758924169,126.933955867093
우수,강동구,강동세무서 청사,건축물,업무시설,37.5400528518278,127.128122078525
우수,강서구,강서아트리움,건축물,문화 및 집회시설,37.537540137403894,126.83759326633412
우수,중랑구,묵2동 문화체육복합센터,건축물,업무시설,37.6095627896919,127.075971654442
우수,강동구,강동구 성내동 176-3 경로당,건축물,노유자시설,37.5349799988598,127.131522378369
우수,양천구,목동깨비시장 고객주차장 & 공유센터,건축물,노유자시설,37.5482743417005,126.863719550401
우수,송파구,잠실본동 복합청사,건축물,업무시설,37.5060639926799,127.0831954462
우수,종로구,서울안국동우체국,건축물,제1종 근린생활시설,37.5764694055385,126.984793149954
우수,영등포구,영등포경찰서 대림3파출소,건축물,제1종 근린생활시설,37.498987789659814,126.89663749594438
우수,강남구,학리시니어센터,건축물,노유자시설,37.5185794881591,127.038348015412
우수,구로구,구로경찰서 구로3파출소,건축물,제1종 근린생활시설,37.4866789120743,126.89136732778
우수,영등포구,조롱박작은도서관,건축물,제1종 근린생활시설,37.49096619997711,126.90532260707796
우수,양천구,신월7동주민센터,건축물,업무시설,37.52422139866548,126.83296361144711
우수,강서구,화곡동 369-41 초등돌봄시설,건축물,제1종 근린생활시설,37.5354790637113,126.840407870297
우수,성북구,서울 의릉 역사문화관,건축물,문화 및 집회시설,37.6038869047302,127.059686671449
우수,강남구,강남세곡체육공원,공원,공원,37.466778594856834,127.11314127633585
우수,양천구,모새미 작은 도서관,건축물,제1종 근린생활시설,37.5334685529303,126.867173508215
우수,강서구,마곡안전체험관,건축물,문화 및 집회시설,37.555298853620194,126.8250117702508
우수,서대문구,가재울 청소년센터,건축물,수련시설,37.5751150531236,126.918450745834
우수,은평구,국립한국문학관,건축물,문화 및 집회시설,37.63329349152351,126.93712332462671
우수,강동구,성내동 소공원,공원,공원,37.5163080125394,127.112023786379
우수,서대문구,서대문구 공공산후조리원,건축물,제1종 근린생활시설,37.58481106289487,126.91396127503768
우수,금천구,금천세무서청사,건축물,업무시설,37.4808207283692,126.882145537599
우수,마포구,성산동 우체국,건축물,근린생활시설,37.5634051686953,126.913870449557
우수,중구,메리츠강북타워,건축물,업무시설,37.559245458852175,126.97211266922102
우수,중구,다동근린공원,공원,공원,37.569074693516065,126.97759212096156
우수,관악구,관악구 장애인 행복센터,건축물,노유자시설,37.478691479250756,126.95069336378401
우수,강서구,강서구 통합신청사,건축물,업무시설,37.5612878606329,126.823254760441
우수,강동구,서울명일동우체국,건축물,제1종 근린생활시설,37.5499322830532,127.145991887548
우수,관악구,서울신림동우체국,건축물,제1종 근린생활시설,37.46916198464332,126.94005548191083
우수,강서구,강서경찰서 염창지구대,건축물,제1종 근린생활시설,37.55551635572225,126.87157530869875
우수,은평구,서울갈현동우체국,건축물,근린생활시설,37.61369398864865,126.91255527916822
우수,광진구,광진구 구의동 246-10 청년주택 내 공공청사,건축물,근린생활시설,37.537365912791,127.08495308372
우수,노원구,상계예술마당,건축물,문화 및 집회시설,37.6557645685566,127.068385103098
우수,성동구,성동경찰서 용답파출소,건축물,제1종 근린생활시설,37.5647875342925,127.051785537375
우수,양천구,신월1동 월성경로당,건축물,노유자시설,37.5318740242242,126.835837212315
일반,중랑구,플라이쿱 면목,건축물,제2종 근린생활시설,37.5571076026411,127.072083970084
